month,Piemonte,Valle d'Aosta,Lombardia,Trentino-Alto Adige,Veneto,Friuli Venezia Giulia,Liguria,Emilia-Romagna,Toscana,Umbria,Marche,Lazio,Abruzzo,Molise,Campania,Puglia,Basilicata,Calabria,Sicilia,Sardegna
1955-07-01,2192147.0,300220.1875,2552971.0,1390713.625,2066627.375,941835.25,446266.71875,1885311.875,1037033.5625,520695.84375,834679.5625,652496.0625,549709.625,193149.15625,682147.0625,616780.6875,532192.0,499892.4375,279687.90625,123350.921875
1955-08-01,1714374.5,210881.8125,1839564.5,1114377.625,1524588.5,775314.0,329316.34375,1288448.25,926798.4375,497713.28125,746002.3125,862026.6875,664944.125,234717.75,484713.09375,916141.1875,488931.0,907489.4375,810088.0625,306201.25
1955-09-01,1465628.875,115260.578125,1644653.0,820970.875,1346803.625,575747.375,355525.6875,1540966.375,1781986.875,640522.25,736568.5625,1373935.75,763834.0625,317588.625,1090220.0,1600480.625,791788.25,1249368.0,2182235.75,1976469.125
1955-10-01,980680.875,63488.06640625,855983.75,392211.21875,752463.875,316709.6875,248576.390625,956850.125,1007217.75,399875.0625,441437.5,864605.75,487501.625,220493.125,702377.5625,1102906.375,522803.21875,820978.125,1412814.375,1026742.5
1955-11-01,317945.34375,10570.275390625,307819.5625,61952.40234375,244299.96875,94556.359375,107208.828125,379197.3125,497060.4375,177324.296875,192385.515625,416819.34375,216839.78125,101912.421875,347272.5,561546.375,263903.0,460258.96875,851518.25,788305.5625
1955-12-01,178094.859375,7228.1572265625,154104.203125,27198.470703125,129991.03125,52436.93359375,91753.1640625,231685.359375,473495.78125,156241.9375,175800.8125,345447.5625,199047.1875,95083.6171875,299158.1875,458445.25,215525.765625,346958.75,655499.5,704504.8125
1956-01-01,61396.171875,568.3939819335938,66278.9140625,2617.011474609375,82922.671875,30193.8984375,67173.4921875,133644.875,326838.03125,104882.734375,114008.984375,253928.953125,116339.34375,61381.921875,212001.296875,317297.21875,144552.265625,245463.40625,562901.0625,568339.125
1956-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2414.099365234375,0.0,9923.83984375,83.18289947509766,188.403076171875,26762.978515625,2896.911376953125,2280.4228515625,27404.845703125,90391.7109375,23209.072265625,112077.3046875,232987.515625,119486.234375
1956-03-01,355292.6875,11278.0283203125,365739.71875,60769.296875,257357.640625,80195.1328125,100811.59375,382869.125,439595.59375,141089.34375,154280.15625,306924.65625,131649.796875,67642.40625,258711.40625,387169.375,180847.921875,315702.03125,635942.5625,664471.0
1956-04-01,796350.125,29853.4765625,789349.4375,204755.8125,625230.75,227266.21875,192695.890625,895587.5625,891816.25,326473.71875,376026.34375,683266.3125,409045.40625,196393.4375,601140.625,899202.1875,445389.09375,657105.8125,1175286.125,1064287.75
1956-05-01,2034140.625,160415.453125,1994213.375,857577.375,1538900.75,611432.0625,443114.59375,1962470.625,1882672.125,677841.8125,771615.25,1344654.0,816081.1875,356965.25,1050767.125,1519302.0,756024.375,1074777.0,1698492.125,1917538.625
1956-06-01,2215599.5,203831.59375,2238993.0,991137.1875,1742352.875,712603.4375,421216.125,2197380.0,2155964.5,804433.0,877409.5625,1431603.0,863884.875,363699.875,1132210.25,1423569.0,830774.25,1137458.0,822661.6875,1355699.625
1956-07-01,2444154.75,316350.1875,2424085.5,1394562.375,2023249.25,951290.5625,355246.9375,1718909.875,1873525.0,716211.6875,735635.0,855441.1875,585571.25,214530.09375,712870.5,426105.34375,474195.09375,585532.625,153474.59375,284808.28125
1956-08-01,1442833.5,272390.625,1672310.875,1243862.125,1290427.875,821668.25,145355.328125,655371.8125,488984.53125,173652.96875,254373.078125,200734.671875,122253.078125,36566.51953125,204461.75,62792.20703125,88581.1171875,188274.21875,23402.734375,56999.64453125
1956-09-01,1958327.375,219604.03125,1701382.0,948942.6875,1254641.5,614133.5,438247.6875,1008025.5,1322835.75,265270.5,122676.609375,927892.4375,303105.03125,128428.921875,401992.3125,430600.0625,201756.28125,456397.375,1753016.5,1032471.3125
1956-10-01,948530.3125,66362.828125,835976.625,425992.6875,727862.5,315823.875,235622.34375,860076.75,1005963.4375,375107.6875,440758.625,823507.5,482801.3125,193478.1875,709500.9375,560089.625,377257.1875,695970.1875,1088309.5,1183879.75
1956-11-01,263272.6875,7105.5927734375,245535.359375,27204.90234375,182096.59375,60749.75,90818.5078125,304868.9375,420112.625,152905.640625,180630.21875,364450.375,199248.625,101556.4453125,333594.6875,556278.6875,249039.65625,437153.75,791850.8125,643370.875
1956-12-01,83983.796875,617.6030883789062,67768.1015625,4588.41015625,42854.0625,18288.16796875,56276.40625,106097.765625,248572.0625,69144.96875,84770.484375,198774.0625,94043.859375,56828.05078125,198404.078125,301052.59375,131883.5,246503.046875,509966.0,476122.65625
1957-01-01,27253.322265625,997.7127685546876,43141.203125,3113.10546875,58945.8984375,26857.822265625,38910.8125,54624.609375,196925.484375,56250.52734375,63674.66796875,171364.75,65739.2890625,39522.421875,166023.8125,257323.625,108165.15625,206920.109375,391652.65625,402812.375
1957-02-01,242003.21875,7300.44775390625,242497.296875,40955.46484375,188463.609375,67162.546875,88785.953125,335325.875,443007.15625,152152.875,187210.921875,311604.40625,181880.875,91437.078125,289589.125,470052.8125,224358.140625,354824.46875,656137.5,618873.5
1957-03-01,780433.1875,46451.171875,704831.625,238477.375,513103.875,195637.8125,174803.125,714493.4375,727933.6875,262341.90625,288515.59375,519531.9375,310272.9375,136932.375,413480.75,616989.0625,302534.34375,443591.09375,819275.75,926080.5625
1957-04-01,999595.0625,48498.171875,981298.75,304286.125,779135.0,313961.3125,232262.46875,1022537.0,1050273.5,385130.4375,430818.625,790844.5625,463146.03125,208744.28125,651099.25,984134.3125,475972.5625,698081.5625,1160320.75,1110706.125
1957-05-01,1537711.625,90737.671875,1488743.375,562133.125,1205012.5,511893.5,344655.3125,1540121.75,1552381.125,561799.875,623249.625,1176882.875,673827.9375,302831.5625,935242.5625,1365170.0,684853.3125,1026581.1875,1720430.0,1580932.25
1957-06-01,2562156.5,264100.0,2511686.75,1206169.125,2015660.5,860623.8125,563720.5625,2505064.5,2442799.75,953750.3125,1026489.6875,1752051.375,1120054.75,474518.53125,1296684.625,1361334.625,1004400.625,1184422.0,1848771.875,2011208.25
1957-07-01,2693307.75,329106.3125,2612981.0,1395848.875,1928262.5,947642.25,537024.0,1770525.875,1614924.375,680224.4375,591745.0,891039.9375,739360.625,276474.59375,600597.375,600092.1875,418606.3125,242970.203125,304074.875,463531.78125
1957-08-01,1296721.625,242912.40625,1623727.5,1176506.0,1188993.625,780875.6875,223651.078125,865023.875,518387.21875,368558.625,610177.8125,323610.96875,297922.4375,116112.8125,386263.46875,591915.5625,581005.6875,543521.3125,458855.40625,99160.953125
1957-09-01,502786.65625,99366.6171875,1236321.375,819275.5,1075537.5,490978.4375,103569.2421875,949366.1875,372921.53125,238418.3125,555265.75,389370.0625,512878.53125,195519.5625,511582.75,892884.5,384019.46875,633771.5625,1358841.0,155293.40625
1957-10-01,896597.75,64946.515625,1025747.3125,525206.5,814634.875,345730.28125,280913.34375,1039272.25,1208577.125,469329.78125,480388.5,1016911.5625,555652.125,239692.21875,802721.9375,1185412.0,591739.9375,967564.625,1695847.5,1529413.875
1957-11-01,429764.28125,15681.4677734375,416895.15625,140695.21875,373020.75,157193.875,134544.296875,507589.46875,686201.375,241615.625,245437.09375,525478.0625,279663.84375,128506.65625,432743.34375,655392.25,315608.96875,524227.3125,917053.0,884377.375
1957-12-01,51085.58984375,647.374755859375,68874.2421875,5929.609375,78291.046875,32293.69921875,55549.1640625,122598.375,298299.90625,97658.6640625,109272.0625,236686.359375,100602.578125,54420.40625,203217.421875,308040.90625,129557.671875,234394.3125,473313.0625,485029.6875
1958-01-01,43633.85546875,215.41470336914065,45430.75,885.884765625,42637.2421875,13673.509765625,46466.49609375,83294.6875,263478.1875,84455.21875,86703.8359375,223488.296875,88617.109375,48843.453125,177119.40625,303086.34375,125275.9921875,221560.484375,410529.34375,432460.625
1958-02-01,294009.625,9121.3759765625,260841.796875,39901.34765625,168585.765625,49347.63671875,94175.9765625,356473.59375,458045.6875,161735.453125,195222.71875,327589.96875,194723.375,93707.296875,278359.1875,452960.125,225362.875,354200.71875,609742.4375,592630.5
1958-03-01,292029.34375,4699.21728515625,274281.5625,27046.666015625,194387.109375,52247.8203125,82535.5546875,277659.1875,378872.46875,130627.875,125524.3515625,328538.1875,130979.3203125,73103.546875,262581.65625,418510.84375,185842.453125,341395.71875,717931.875,695212.75
1958-04-01,737200.6875,26339.67578125,707093.75,176656.84375,551079.875,213443.15625,178731.875,783667.0625,833263.5625,296951.6875,325964.03125,615916.375,324383.65625,156472.8125,485574.40625,765027.875,352279.21875,544674.9375,994197.8125,912862.375
1958-05-01,2224592.25,222914.3125,2169879.75,1067789.0,1700155.75,737344.9375,475075.84375,2146172.75,2111264.5,804487.8125,914047.5,1585468.0,1007804.875,433484.40625,1255213.125,1851408.5,948434.375,1313056.75,2219899.5,2102236.5
1958-06-01,2191356.5,247923.203125,2318882.75,1105508.5,1695680.75,788026.375,480642.0625,1867346.625,1666991.75,817232.1875,976445.1875,1401228.375,917934.5,372902.0,1086536.625,1134500.625,879941.625,1047670.9375,1184583.625,868950.4375
1958-07-01,1977647.5,316847.3125,1953060.5,1400618.375,1376781.5,899557.1875,409302.59375,916842.3125,872406.625,461978.0,592420.875,922674.1875,649514.8125,186261.8125,335659.96875,339074.03125,324540.59375,495060.15625,255365.515625,189812.15625
1958-08-01,1366976.25,299119.3125,1671984.625,1288063.375,1346470.375,768764.125,276854.40625,596827.875,504687.4375,241783.34375,191577.234375,305861.65625,194089.40625,43365.8828125,99576.0546875,74116.6796875,75280.1015625,57884.01171875,66680.71875,27838.71875
1958-09-01,1134823.25,183999.9375,979392.5,857258.9375,794548.8125,552204.6875,244560.203125,797813.5625,598624.75,241342.59375,369486.34375,716224.75,602776.375,231306.34375,718438.5,1021650.5625,575468.875,727175.5625,536814.625,705678.9375
1958-10-01,1126415.375,82281.515625,995558.5,444932.03125,794890.9375,340233.75,267506.28125,1048579.125,1256444.625,446172.1875,471014.8125,995285.375,515373.53125,183347.140625,756444.3125,794134.375,527308.6875,890998.875,1379996.0,1546579.125
1958-11-01,446937.78125,16876.15625,457054.4375,123559.484375,397650.21875,147718.875,139314.421875,531841.125,685951.5,249741.71875,268513.375,559628.125,297128.78125,137987.671875,462782.15625,682216.125,335969.28125,545023.9375,970177.625,870580.0625
1958-12-01,85303.796875,1997.37451171875,105400.6484375,4797.94091796875,104713.7890625,39871.54296875,64776.4453125,186187.5,402819.875,138578.921875,158808.8125,323666.1875,171399.828125,88447.46875,310941.3125,471223.75,228372.515625,397690.59375,708946.6875,654777.1875
1959-01-01,53606.1796875,624.6981201171875,60090.08984375,2032.1888427734373,53468.4140625,17425.759765625,46213.96875,106691.734375,255319.671875,70745.7421875,88101.015625,172751.28125,79651.5390625,43875.2109375,157714.546875,239718.8125,108098.9453125,200298.3125,416520.25,423336.03125
1959-02-01,197338.890625,7421.2197265625,230986.125,59214.70703125,169243.59375,67807.625,86270.0859375,231361.53125,398664.4375,135707.59375,128733.265625,307580.78125,154432.78125,75731.46875,253076.59375,336336.875,169218.09375,262464.46875,479083.0625,569689.75
