month,Piemonte,Valle d'Aosta,Lombardia,Trentino-Alto Adige,Veneto,Friuli Venezia Giulia,Liguria,Emilia-Romagna,Toscana,Umbria,Marche,Lazio,Abruzzo,Molise,Campania,Puglia,Basilicata,Calabria,Sicilia,Sardegna
1951-01-01,88.8693222073526,61.822358346094944,132.52539569550288,120.17820536370316,145.26341842578955,280.05977643046606,201.85791782086795,141.99375139229227,167.405268765765,155.37458530805688,143.85180700447094,186.25789106551184,128.91929352864824,121.48766576758824,147.8043006401295,124.9617859912122,123.7656969181509,194.1951591511936,118.62150832555244,86.64029914175546
1951-02-01,159.89490671494923,126.76787901990812,174.76195461016664,186.11513592946363,221.10246549937276,422.3841732979664,289.64720683287163,151.3459345065716,235.18750543620075,164.36024881516587,134.72253566106025,194.9832006045457,121.00329130354164,117.68040570914812,151.3103892281657,48.89664965107263,85.41172828697218,114.39552387267904,50.84997471210706,79.43839400472656
1951-03-01,94.95430213335432,69.1771295941807,108.69447701197556,87.67392542248346,113.31852397316317,216.86595301250475,205.6519390581717,113.26630652706616,152.50843698356093,125.14089158767771,137.41114008941878,136.35232226937163,131.39847951047653,135.30748482805126,144.33027371054374,89.76771129490824,142.77096257754653,191.52939323607427,79.90426100995954,110.23977984161864
1951-04-01,72.32746693694403,53.817658882082696,69.56132233481283,62.665847722263045,56.2161846124475,149.86413729948214,58.20499192059095,49.6156549342838,67.48434917804644,95.06466972748817,71.71073291462636,89.07574260303436,55.591362646022624,34.809483170375366,38.56731706644103,36.03241470664254,26.45877213828297,30.7667212367374,16.513426898537194,26.54095319043078
1951-05-01,207.8431472880422,153.12021439509954,119.48952139686791,66.6425422483468,85.86199067255768,123.56290261462676,183.4294667590028,110.68573178881712,112.98047316691311,100.0474674170616,83.99091175218224,99.40867871882811,91.04533654737622,70.20961171049674,102.17998123758368,31.31153075730163,44.4581186211727,82.24977619363395,29.67353573373794,91.70025705875037
1951-06-01,112.35085216090688,103.68179555895864,104.91615023867348,95.77064658339457,100.99489308896526,129.34020935960592,40.05336449676824,48.0888505235019,34.20269418109072,29.59535693127962,26.39769400681286,21.0350901732256,33.80017499536436,36.97670122499438,14.338843260245753,22.07405983458258,21.09546821843106,7.176912197446949,0.4516299521110528,12.559915160247108
1951-07-01,83.09770329843344,50.203091500765694,125.41398333472908,98.1564474650992,134.36761577483227,133.83102816723508,40.03109418282549,91.47652595232792,48.20714642950335,37.87314869668246,73.83616537151373,14.42235365924548,51.10076140367143,49.71206310406833,17.92551941542197,40.29245283018868,36.40256966680008,13.315618783156498,5.508852586173358,1.8289119508997056
1951-08-01,108.4162992993781,137.2227603369066,112.0303366552215,89.21283982365908,54.237638411607485,77.42319533914362,22.673001789012005,20.94354533303631,20.7352638188223,19.77811759478673,18.086910527996597,16.147417964889843,41.01936538104951,54.758548269274,24.52627198145832,47.52429891444818,28.98924354612768,27.77574602122016,16.48119577692188,11.560898565446328
1951-09-01,91.92766472486814,67.2802210949464,98.88196130977305,73.29755235121235,103.90629602356408,94.84023304281924,82.52390350877192,115.49943194475384,141.78203009480734,89.48508590047393,98.5110309772195,133.34863105272336,119.28080381976636,109.7045262980445,124.72764145390332,89.27977513569398,97.530180608365,124.3551724137931,99.83780734516029,40.7058128446453
1951-10-01,156.42395497126662,68.69968415007656,99.575046059794,37.27117239162381,76.04798041782578,39.97493921308576,150.6058402585411,140.79576743149923,82.74360702792033,73.72223045023696,183.69169150521608,92.22805615299656,111.32914194325978,86.18381939761744,70.3579114855419,133.6123675368312,97.75012507504503,407.9737068965517,341.8325163398693,369.96629213483146
1951-11-01,372.4374557191215,248.24877488514548,299.46080730257097,228.57935341660544,228.2074946817215,438.4751484148036,522.313758079409,141.1375139229227,188.11761763938415,174.2146327014218,127.81762295081968,168.2931756089054,122.9416836640089,147.6945661946505,197.7518578471047,65.06276169552856,96.35421878126876,122.17969164456234,76.36104789137877,64.39836850615697
1951-12-01,14.600127676533102,26.731824272588057,39.841740118080565,20.25522134459956,52.72476545028091,54.685443507641786,80.66198638042475,56.01706950323012,86.85735409237192,52.5557538507109,43.48078560783479,105.1057010405162,38.64241551548303,44.80629073949202,87.99922742991686,32.38556474541225,45.3697874974985,123.0049651856764,65.53051567849361,63.45386417347319
1952-01-01,22.618945819885067,38.66204058192955,21.24756354157943,19.486788207200583,43.72847801778215,85.74139509915372,44.07437096029548,54.971864557807976,111.9186961816126,125.9864336492891,137.5346364700873,130.02852700110446,106.63080613758576,109.16354096426164,150.85643992347875,73.63630136986302,87.30522688613168,150.13372015915118,77.61016281512605,96.30573406857664
1952-02-01,6.28092957864284,27.48666730474732,21.08033377648438,25.31979702424688,45.26518436698849,117.50513136288998,36.57867613111727,45.07324292715527,94.75177220144386,61.90924911137441,62.725755801575474,72.57309771551473,55.996465325421845,46.55526522814115,93.0751232433228,37.80098216593435,64.39022788673203,170.2307194960212,84.98258053221288,65.68907293005515
1952-03-01,30.54348628276785,42.1603464777948,38.05407315132736,36.9506015797208,32.13100692739868,49.5110719022357,65.60327793167129,19.901468868344843,21.743650517526312,15.994310944905214,11.696814456035767,16.855755536824972,26.89940084368626,27.20736752641043,25.070195809727025,39.61723959679504,39.89194766860116,79.24880636604775,56.385392351385,25.28595194659812
1952-04-01,148.36130244824056,71.32799578866769,128.2660685872205,82.90245224099927,67.14757541046201,110.610932171277,157.04877654662974,50.45793606593896,52.122983169522485,43.10239558649289,43.6415098733234,31.082456548276465,46.05027639996292,40.39265143852551,39.41121422264734,17.28688614629103,41.065326696017614,49.99308272546419,25.495504104419545,33.25687735809942
